"id";"updated";"ship";"imo";"lat";"long";"sog";"cog";"hdg";"depPort";"etdSchedule";"etd";"atd";"arrPort";"etaSchedule";"eta";"ata"
4399;"2018-06-04 04:28:00";Megastar;9773064;59.4772;24.7666;21.8;347;346;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:23:00"
4400;"2018-06-04 04:28:00";Star;9364722;60.1159;24.9046;15.3;182;182;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:26:00"
4401;"2018-06-04 04:29:00";Megastar;9773064;59.4832;24.764;22.6;347;346;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:27:00"
4402;"2018-06-04 04:29:00";Star;9364722;60.1111;24.9041;16.3;191;192;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:33:00"
4403;"2018-06-04 04:30:00";Megastar;9773064;59.4907;24.7605;23.1;347;347;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:28:00"
4404;"2018-06-04 04:30:00";Star;9364722;60.1057;24.9016;17.5;195;195;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:26:00"
4405;"2018-06-04 04:31:00";Megastar;9773064;59.4962;24.758;23.4;347;346;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:22:00"
4406;"2018-06-04 04:31:00";Star;9364722;60.1013;24.8995;18.1;195;194;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:20:00"
4407;"2018-06-04 04:32:00";Megastar;9773064;59.5021;24.7549;23.8;342;341;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:27:00"
4408;"2018-06-04 04:32:00";Star;9364722;60.0967;24.8973;18.8;193;193;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:34:00"
4409;"2018-06-04 04:33:00";Megastar;9773064;59.5088;24.7502;24.1;340;339;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:30:00"
4410;"2018-06-04 04:33:00";Star;9364722;60.0908;24.8949;19.3;194;192;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:27:00"
4411;"2018-06-04 04:34:00";Megastar;9773064;59.5147;24.746;24.4;341;340;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:28:00"
4412;"2018-06-04 04:34:00";Star;9364722;60.0859;24.8931;19.9;191;190;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:38:00"
4413;"2018-06-04 04:35:00";Megastar;9773064;59.5208;24.7416;24.5;340;339;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:32:00"
4414;"2018-06-04 04:35:00";Star;9364722;60.0796;24.8911;20.4;190;188;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:32:00"
4415;"2018-06-04 04:36:00";Megastar;9773064;59.5276;24.7367;24.7;340;340;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:38:00"
4416;"2018-06-04 04:36:00";Star;9364722;60.0744;24.8897;20.5;190;188;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:33:00"
4417;"2018-06-04 04:37:00";Megastar;9773064;59.5339;24.7323;24.7;340;339;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:26:00"
4418;"2018-06-04 04:37:00";Star;9364722;60.0686;24.8882;20.7;189;187;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:24:00"
4419;"2018-06-04 04:38:00";Megastar;9773064;59.5399;24.7279;24.7;340;339;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:24:00"
4420;"2018-06-04 04:38:00";Star;9364722;60.0632;24.8874;20.9;185;182;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:26:00"
4421;"2018-06-04 04:39:00";Megastar;9773064;59.547;24.7227;24.8;340;339;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:25:00";"2018-04-06 06:14:00"
4422;"2018-06-04 04:39:00";Star;9364722;60.0561;24.8881;21.3;175;172;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:24:00"
4423;"2018-06-04 04:40:00";Megastar;9773064;59.5537;24.718;24.7;341;340;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:24:00";"2018-04-06 06:26:00"
4424;"2018-06-04 04:40:00";Star;9364722;60.0502;24.8909;21.7;165;164;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:22:00"
4425;"2018-06-04 04:41:00";Megastar;9773064;59.5594;24.7139;24.8;340;339;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:24:00";"2018-04-06 06:25:00"
4426;"2018-06-04 04:41:00";Star;9364722;60.045;24.8947;21.7;161;160;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:35:00"
4427;"2018-06-04 04:42:00";Megastar;9773064;59.5663;24.7089;24.8;340;339;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:24:00";"2018-04-06 06:26:00"
4428;"2018-06-04 04:42:00";Star;9364722;60.0387;24.8997;21.8;162;161;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:27:00"
4429;"2018-06-04 04:43:00";Megastar;9773064;59.5726;24.7044;24.8;341;340;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:24:00";"2018-04-06 06:32:00"
4430;"2018-06-04 04:43:00";Star;9364722;60.0332;24.9029;22.1;171;171;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:32:00"
4431;"2018-06-04 04:44:00";Megastar;9773064;59.5788;24.7;24.9;340;340;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:24:00";"2018-04-06 06:25:00"
4432;"2018-06-04 04:44:00";Star;9364722;60.0271;24.9044;21.9;180;180;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:25:00"
4433;"2018-06-04 04:45:00";Megastar;9773064;59.5859;24.6949;24.9;340;340;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:24:00";"2018-04-06 06:29:00"
4434;"2018-06-04 04:45:00";Star;9364722;60.0205;24.904;21.8;186;185;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:30:00"
4435;"2018-06-04 04:46:00";Megastar;9773064;59.592;24.6909;24.9;344;344;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:24:00";"2018-04-06 06:36:00"
4436;"2018-06-04 04:46:00";Star;9364722;60.0148;24.9031;22.2;189;186;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:33:00"
4437;"2018-06-04 04:47:00";Megastar;9773064;59.5986;24.6882;24.8;352;352;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:24:00";"2018-04-06 06:23:00"
4438;"2018-06-04 04:47:00";Star;9364722;60.0086;24.9019;22.5;189;186;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:34:00"
4439;"2018-06-04 04:48:00";Megastar;9773064;59.6056;24.6873;24.8;360;1;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:23:00";"2018-04-06 07:26:00"
4440;"2018-06-04 04:48:00";Star;9364722;60.0024;24.9007;22.6;189;186;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:26:00"
4441;"2018-06-04 04:49:00";Megastar;9773064;59.6123;24.6883;24.7;9;11;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:23:00";"2018-04-06 06:26:00"
4442;"2018-06-04 04:49:00";Star;9364722;59.9961;24.8995;22.4;187;186;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:29:00"
4443;"2018-06-04 04:50:00";Megastar;9773064;59.619;24.6921;24.6;21;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:23:00";"2018-04-06 06:20:00"
4444;"2018-06-04 04:50:00";Star;9364722;59.9899;24.8983;22.4;187;186;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:28:00"
4445;"2018-06-04 04:51:00";Megastar;9773064;59.625;24.6971;24.6;24;24;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:23:00";"2018-04-06 06:21:00"
4446;"2018-06-04 04:51:00";Star;9364722;59.9836;24.8972;22.3;187;186;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:31:00"
4447;"2018-06-04 04:52:00";Megastar;9773064;59.6313;24.7023;24.7;21;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:23:00";"2018-04-06 06:27:00"
4448;"2018-06-04 04:52:00";Star;9364722;59.9774;24.8957;22.4;192;190;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:27:00"
4449;"2018-06-04 04:53:00";Megastar;9773064;59.6376;24.7073;24.8;22;23;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:26:00"
4450;"2018-06-04 04:53:00";Star;9364722;59.9712;24.8937;22.3;191;190;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:29:00"
4451;"2018-06-04 04:54:00";Megastar;9773064;59.6442;24.7125;24.7;22;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:21:00"
4452;"2018-06-04 04:54:00";Star;9364722;59.965;24.8916;22.4;192;191;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:29:00"
4453;"2018-06-04 04:55:00";Megastar;9773064;59.6505;24.7175;24.7;22;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:22:00"
4454;"2018-06-04 04:55:00";Star;9364722;59.9588;24.8888;22.4;195;194;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:26:00"
4455;"2018-06-04 04:56:00";Megastar;9773064;59.6569;24.7226;24.7;22;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:20:00"
4456;"2018-06-04 04:56:00";Star;9364722;59.9527;24.8858;22.6;197;197;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:31:00"
4457;"2018-06-04 04:57:00";Megastar;9773064;59.6633;24.7277;24.8;22;23;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:29:00"
4458;"2018-06-04 04:57:00";Star;9364722;59.9467;24.882;22.5;201;200;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:31:00"
4459;"2018-06-04 04:58:00";Megastar;9773064;59.6696;24.7329;24.8;22;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:19:00"
4460;"2018-06-04 04:58:00";Star;9364722;59.9408;24.8774;22.4;204;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:34:00"
4461;"2018-06-04 04:59:00";Megastar;9773064;59.676;24.738;24.9;22;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:22:00"
4462;"2018-06-04 04:59:00";Star;9364722;59.9344;24.8723;22.3;204;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:32:00"
4463;"2018-06-04 05:00:00";Megastar;9773064;59.6833;24.7438;25.0;22;21;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:20:00"
4464;"2018-06-04 05:00:00";Star;9364722;59.9285;24.8676;22.3;202;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:27:00";"2018-04-06 06:31:00"
4465;"2018-06-04 05:01:00";Megastar;9773064;59.6882;24.7478;24.1;22;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:22:00";"2018-04-06 06:25:00"
4466;"2018-06-04 05:01:00";Star;9364722;59.9238;24.8637;22.5;204;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:28:00"
4467;"2018-06-04 05:02:00";Megastar;9773064;59.6943;24.7526;23.3;22;22;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:20:00"
4468;"2018-06-04 05:02:00";Star;9364722;59.9174;24.8585;22.6;203;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:35:00"
4469;"2018-06-04 05:03:00";Megastar;9773064;59.7012;24.7575;23.1;19;19;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:26:00"
4470;"2018-06-04 05:03:00";Star;9364722;59.9128;24.8548;22.6;203;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:28:00"
4471;"2018-06-04 05:03:00";Megastar;9773064;59.7051;24.7603;22.7;20;21;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:25:00"
4472;"2018-06-04 05:04:00";Star;9364722;59.9056;24.8489;22.7;204;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:36:00"
4473;"2018-06-04 05:04:00";Megastar;9773064;59.7109;24.7646;22.7;19;19;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:25:00"
4474;"2018-06-04 05:04:00";Star;9364722;59.9017;24.8457;22.2;202;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:39:00"
4475;"2018-06-04 05:05:00";Megastar;9773064;59.7168;24.7679;22.8;13;13;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:24:00"
4476;"2018-06-04 05:05:00";Star;9364722;59.8958;24.8409;22.6;203;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:28:00"
4477;"2018-06-04 05:06:00";Megastar;9773064;59.7225;24.7704;22.9;13;13;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:26:00"
4478;"2018-06-04 05:06:00";Star;9364722;59.89;24.8362;22.4;203;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:31:00"
4479;"2018-06-04 05:07:00";Megastar;9773064;59.7288;24.7735;23.0;15;15;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:27:00"
4480;"2018-06-04 05:08:00";Star;9364722;59.8835;24.8309;22.4;205;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:34:00"
4481;"2018-06-04 05:08:00";Megastar;9773064;59.7347;24.7764;23.1;13;13;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:20:00"
4482;"2018-06-04 05:09:00";Star;9364722;59.8766;24.8253;22.2;203;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:21:00"
4483;"2018-06-04 05:09:00";Megastar;9773064;59.7413;24.7796;23.1;14;14;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:25:00"
4484;"2018-06-04 05:10:00";Star;9364722;59.8708;24.8205;22.1;202;202;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:29:00"
4485;"2018-06-04 05:11:00";Megastar;9773064;59.7488;24.7833;23.1;14;15;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:24:00"
4486;"2018-06-04 05:11:00";Star;9364722;59.8645;24.8154;21.8;202;201;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:26:00"
4487;"2018-06-04 05:12:00";Megastar;9773064;59.7546;24.7862;23.2;14;14;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:20:00"
4488;"2018-06-04 05:12:00";Star;9364722;59.8598;24.8118;21.9;206;201;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:35:00"
4489;"2018-06-04 05:13:00";Megastar;9773064;59.7612;24.7894;23.3;14;14;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:21:00"
4490;"2018-06-04 05:13:00";Star;9364722;59.8534;24.8069;22.0;199;200;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:31:00"
4491;"2018-06-04 05:13:00";Megastar;9773064;59.7658;24.7917;23.2;14;14;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:16:00"
4492;"2018-06-04 05:14:00";Star;9364722;59.8469;24.802;22.0;200;200;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:30:00"
4493;"2018-06-04 05:15:00";Megastar;9773064;59.7733;24.7953;23.3;14;14;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:19:00"
4494;"2018-06-04 05:15:00";Star;9364722;59.8406;24.7973;21.5;201;200;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:37:00"
4495;"2018-06-04 05:16:00";Megastar;9773064;59.78;24.7985;23.2;13;13;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:21:00";"2018-04-06 06:24:00"
4496;"2018-06-04 05:15:00";Star;9364722;59.8388;24.7959;21.8;200;200;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:24:00"
4497;"2018-06-04 05:17:00";Megastar;9773064;59.7871;24.8017;23.1;12;13;EETLL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:18:17";FIHEL;"2018-06-04 06:30:00";"2018-04-06 06:20:00";"2018-04-06 06:19:00"
4498;"2018-06-04 05:16:00";Star;9364722;59.8325;24.7911;22.1;202;200;FIHEL;"2018-06-04 04:30:00";"2018-06-04 04:30:00";"2018-04-06 04:20:18";EETLL;"2018-06-04 06:30:00";"2018-04-06 06:26:00";"2018-04-06 06:30:00"
